TimeSlice	Time	neur1	neur10	neur11	neur12	neur13	neur14	neur15	neur16	neur17	neur18	neur19	neur2	neur20	neur21	neur22	neur23	neur24	neur25	neur26	neur27	neur28	neur29	neur3	neur30	neur31	neur32	neur33	neur34	neur35	neur36	neur37	neur38	neur4	neur5	neur6	neur7	neur8	neur9
12462	2.4924	-0.0599826	-0.0599977	-0.0599684	-0.0499684	-0.0599522	-0.0599875	-0.0599998	-0.0519908	-0.0599814	-0.0537621	-0.060007	-0.0511624	-0.0600009	-0.060004	-0.0547463	-0.0600092	-0.0600001	-0.0568797	-0.0599888	-0.0600045	-0.0528427	-0.0599793	-0.0517555	-0.06	-0.0599793	-0.0599855	-0.0599998	-0.06	-0.06	-0.0546165	-0.0599683	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479594	-0.06
12465	2.493	-0.0599826	-0.0599977	-0.0599692	-0.0499685	-0.0599522	-0.0599876	-0.0599998	-0.051991	-0.0599815	-0.0537623	-0.0600074	-0.0511628	-0.0600011	-0.0600043	-0.0547464	-0.0600095	-0.0600003	-0.0568799	-0.0599891	-0.0600047	-0.0528429	-0.0599793	-0.0517557	-0.06	-0.0599798	-0.0599856	-0.0599998	-0.06	-0.06	-0.0546167	-0.059969	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479594	-0.06
12468	2.4936	-0.0599826	-0.0599977	-0.0599699	-0.0499686	-0.0599522	-0.0599878	-0.0599998	-0.0519911	-0.0599817	-0.0537626	-0.0600079	-0.0511632	-0.0600013	-0.0600045	-0.0547466	-0.0600099	-0.0600006	-0.05688	-0.0599894	-0.0600049	-0.052843	-0.0599793	-0.0517558	-0.06	-0.0599803	-0.0599858	-0.0599998	-0.06	-0.06	-0.0546169	-0.0599698	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479594	-0.06
12471	2.4942	-0.0599826	-0.0599977	-0.0599706	-0.0499687	-0.0599522	-0.059988	-0.0599998	-0.0519913	-0.0599819	-0.0537628	-0.0600083	-0.0511635	-0.0600015	-0.0600048	-0.0547467	-0.0600102	-0.0600009	-0.0568802	-0.0599897	-0.0600052	-0.0528432	-0.0599792	-0.051756	-0.06	-0.0599808	-0.059986	-0.0599998	-0.06	-0.06	-0.054617	-0.0599705	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479594	-0.06
12474	2.4948	-0.0599826	-0.0599977	-0.0599713	-0.0499687	-0.0599522	-0.0599881	-0.0599998	-0.0519915	-0.0599821	-0.0537631	-0.0600088	-0.0511639	-0.0600017	-0.0600051	-0.0547468	-0.0600106	-0.0600011	-0.0568804	-0.05999	-0.0600054	-0.0528433	-0.0599792	-0.0517562	-0.06	-0.0599813	-0.0599862	-0.0599998	-0.06	-0.06	-0.0546172	-0.0599712	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479594	-0.06
12477	2.4954	-0.0599826	-0.0599977	-0.0599721	-0.0499688	-0.0599522	-0.0599883	-0.0599998	-0.0519917	-0.0599823	-0.0537633	-0.0600092	-0.0511642	-0.0600019	-0.0600053	-0.0547469	-0.0600109	-0.0600014	-0.0568806	-0.0599904	-0.0600057	-0.0528435	-0.0599792	-0.0517563	-0.06	-0.0599818	-0.0599863	-0.0599998	-0.06	-0.06	-0.0546173	-0.059972	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479594	-0.06
12480	2.496	-0.0599826	-0.0599977	-0.0599728	-0.0499689	-0.0599522	-0.0599885	-0.0599998	-0.0519918	-0.0599825	-0.0537635	-0.0600097	-0.0511646	-0.0600021	-0.0600056	-0.054747	-0.0600113	-0.0600017	-0.0568808	-0.0599907	-0.0600059	-0.0528436	-0.0599791	-0.0517565	-0.06	-0.0599823	-0.0599865	-0.0599998	-0.06	-0.06	-0.0546175	-0.0599727	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479594	-0.06
12483	2.4966	-0.0599826	-0.0599977	-0.0599735	-0.049969	-0.0599522	-0.0599887	-0.0599998	-0.051992	-0.0599827	-0.0537638	-0.0600101	-0.051165	-0.0600023	-0.0600059	-0.0547471	-0.0600116	-0.0600019	-0.056881	-0.059991	-0.0600062	-0.0528438	-0.0599791	-0.0517567	-0.06	-0.0599828	-0.0599867	-0.0599998	-0.06	-0.06	-0.0546177	-0.0599735	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479595	-0.06
12486	2.4972	-0.0599826	-0.0599977	-0.0599743	-0.0499691	-0.0599522	-0.0599888	-0.0599998	-0.0519922	-0.0599829	-0.053764	-0.0600105	-0.0511653	-0.0600025	-0.0600061	-0.0547473	-0.060012	-0.0600022	-0.0568812	-0.0599913	-0.0600064	-0.0528439	-0.0599791	-0.0517568	-0.06	-0.0599833	-0.0599869	-0.0599998	-0.06	-0.06	-0.0546178	-0.0599742	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479595	-0.06
12489	2.4978	-0.0599826	-0.0599977	-0.059975	-0.0499692	-0.0599522	-0.059989	-0.0599998	-0.0519923	-0.059983	-0.0537642	-0.060011	-0.0511657	-0.0600027	-0.0600064	-0.0547474	-0.0600123	-0.0600025	-0.0568814	-0.0599916	-0.0600067	-0.0528441	-0.0599791	-0.051757	-0.06	-0.0599838	-0.059987	-0.0599998	-0.06	-0.06	-0.054618	-0.059975	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479595	-0.06
12492	2.4984	-0.0599826	-0.0599977	-0.0599758	-0.0499693	-0.0599522	-0.0599892	-0.0599998	-0.0519925	-0.0599832	-0.0537645	-0.0600114	-0.051166	-0.0600029	-0.0600066	-0.0547475	-0.0600126	-0.0600027	-0.0568816	-0.0599919	-0.0600069	-0.0528442	-0.059979	-0.0517572	-0.06	-0.0599843	-0.0599872	-0.0599998	-0.06	-0.06	-0.0546181	-0.0599758	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479595	-0.06
12495	2.499	-0.0599826	-0.0599977	-0.0599765	-0.0499694	-0.0599522	-0.0599894	-0.0599998	-0.0519927	-0.0599834	-0.0537647	-0.0600118	-0.0511664	-0.0600031	-0.0600069	-0.0547476	-0.060013	-0.060003	-0.0568818	-0.0599922	-0.0600072	-0.0528444	-0.059979	-0.0517573	-0.06	-0.0599848	-0.0599874	-0.0599998	-0.06	-0.06	-0.0546183	-0.0599765	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479595	-0.06
12498	2.4996	-0.0599826	-0.0599977	-0.0599773	-0.0499695	-0.0599522	-0.0599895	-0.0599998	-0.0519929	-0.0599836	-0.0537649	-0.0600123	-0.0511667	-0.0600033	-0.0600072	-0.0547478	-0.0600133	-0.0600033	-0.056882	-0.0599925	-0.0600074	-0.0528445	-0.059979	-0.0517575	-0.06	-0.0599854	-0.0599876	-0.0599998	-0.06	-0.06	-0.0546185	-0.0599773	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479595	-0.06
12501	2.5002	-0.0599826	-0.0599977	-0.059978	-0.0499696	-0.0599522	-0.0599897	-0.0599998	-0.051993	-0.0599838	-0.0537652	-0.0600127	-0.0511671	-0.0600034	-0.0600074	-0.0547479	-0.0600136	-0.0600035	-0.0568822	-0.0599928	-0.0600077	-0.0528447	-0.059979	-0.0517577	-0.06	-0.0599859	-0.0599878	-0.0599998	-0.06	-0.06	-0.0546186	-0.059978	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479595	-0.06
12504	2.5008	-0.0599826	-0.0599977	-0.0599788	-0.0499697	-0.0599522	-0.0599899	-0.0599998	-0.0519932	-0.059984	-0.0537654	-0.0600131	-0.0511675	-0.0600036	-0.0600077	-0.054748	-0.060014	-0.0600038	-0.0568824	-0.0599931	-0.0600079	-0.0528449	-0.0599789	-0.0517579	-0.06	-0.0599864	-0.059988	-0.0599998	-0.06	-0.06	-0.0546188	-0.0599788	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479595	-0.06
12507	2.5014	-0.0599826	-0.0599977	-0.0599795	-0.0499698	-0.0599522	-0.0599901	-0.0599998	-0.0519934	-0.0599842	-0.0537656	-0.0600135	-0.0511678	-0.0600038	-0.0600079	-0.0547481	-0.0600143	-0.0600041	-0.0568826	-0.0599934	-0.0600081	-0.052845	-0.0599789	-0.051758	-0.06	-0.0599869	-0.0599882	-0.0599998	-0.06	-0.06	-0.054619	-0.0599796	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479595	-0.06
12510	2.502	-0.0599826	-0.0599977	-0.0599803	-0.0499699	-0.0599522	-0.0599903	-0.0599998	-0.0519936	-0.0599844	-0.0537658	-0.060014	-0.0511682	-0.060004	-0.0600082	-0.0547483	-0.0600146	-0.0600043	-0.0568829	-0.0599938	-0.0600084	-0.0528452	-0.0599789	-0.0517582	-0.06	-0.0599874	-0.0599883	-0.0599998	-0.06	-0.06	-0.0546192	-0.0599804	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479595	-0.06
12513	2.5026	-0.0599826	-0.0599977	-0.0599811	-0.04997	-0.0599522	-0.0599904	-0.0599998	-0.0519938	-0.0599846	-0.0537661	-0.0600144	-0.0511685	-0.0600042	-0.0600084	-0.0547484	-0.060015	-0.0600046	-0.0568831	-0.0599941	-0.0600086	-0.0528453	-0.0599789	-0.0517584	-0.06	-0.0599879	-0.0599885	-0.0599998	-0.06	-0.06	-0.0546193	-0.0599811	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479596	-0.06
12516	2.5032	-0.0599826	-0.0599977	-0.0599818	-0.0499701	-0.0599522	-0.0599906	-0.0599998	-0.0519939	-0.0599848	-0.0537663	-0.0600148	-0.0511689	-0.0600044	-0.0600087	-0.0547485	-0.0600153	-0.0600049	-0.0568833	-0.0599944	-0.0600089	-0.0528455	-0.0599789	-0.0517586	-0.06	-0.0599885	-0.0599887	-0.0599998	-0.06	-0.06	-0.0546195	-0.0599819	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479596	-0.06
12519	2.5038	-0.0599826	-0.0599977	-0.0599826	-0.0499702	-0.0599522	-0.0599908	-0.0599998	-0.0519941	-0.059985	-0.0537665	-0.0600152	-0.0511692	-0.0600045	-0.0600089	-0.0547486	-0.0600156	-0.0600052	-0.0568835	-0.0599947	-0.0600091	-0.0528456	-0.0599788	-0.0517588	-0.06	-0.059989	-0.0599889	-0.0599998	-0.06	-0.06	-0.0546197	-0.0599827	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479596	-0.06
12522	2.5044	-0.0599826	-0.0599977	-0.0599834	-0.0499703	-0.0599522	-0.059991	-0.0599998	-0.0519943	-0.0599852	-0.0537667	-0.0600157	-0.0511696	-0.0600047	-0.0600092	-0.0547488	-0.060016	-0.0600054	-0.0568837	-0.059995	-0.0600094	-0.0528458	-0.0599788	-0.0517589	-0.06	-0.0599895	-0.0599891	-0.0599998	-0.06	-0.06	-0.0546199	-0.0599835	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479596	-0.06
12525	2.505	-0.0599826	-0.0599977	-0.0599841	-0.0499704	-0.0599522	-0.0599912	-0.0599998	-0.0519945	-0.0599854	-0.0537669	-0.0600161	-0.0511699	-0.0600049	-0.0600094	-0.0547489	-0.0600163	-0.0600057	-0.0568839	-0.0599953	-0.0600096	-0.0528459	-0.0599788	-0.0517591	-0.06	-0.05999	-0.0599893	-0.0599998	-0.06	-0.06	-0.05462	-0.0599843	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479596	-0.06
12528	2.5056	-0.0599826	-0.0599977	-0.0599849	-0.0499705	-0.0599522	-0.0599913	-0.0599998	-0.0519946	-0.0599856	-0.0537672	-0.0600165	-0.0511703	-0.0600051	-0.0600097	-0.054749	-0.0600166	-0.060006	-0.0568841	-0.0599957	-0.0600099	-0.0528461	-0.0599788	-0.0517593	-0.06	-0.0599906	-0.0599895	-0.0599998	-0.06	-0.06	-0.0546202	-0.059985	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479596	-0.06
12531	2.5062	-0.0599826	-0.0599977	-0.0599857	-0.0499706	-0.0599522	-0.0599915	-0.0599998	-0.0519948	-0.0599858	-0.0537674	-0.0600169	-0.0511706	-0.0600053	-0.0600099	-0.0547492	-0.0600169	-0.0600062	-0.0568843	-0.059996	-0.0600101	-0.0528462	-0.0599788	-0.0517595	-0.06	-0.0599911	-0.0599897	-0.0599998	-0.06	-0.06	-0.0546204	-0.0599858	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479596	-0.06
12534	2.5068	-0.0599826	-0.0599977	-0.0599865	-0.0499707	-0.0599522	-0.0599917	-0.0599998	-0.051995	-0.059986	-0.0537676	-0.0600173	-0.051171	-0.0600054	-0.0600102	-0.0547493	-0.0600172	-0.0600065	-0.0568845	-0.0599963	-0.0600104	-0.0528464	-0.0599788	-0.0517597	-0.06	-0.0599916	-0.0599899	-0.0599998	-0.06	-0.06	-0.0546206	-0.0599866	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479597	-0.06
12537	2.5074	-0.0599826	-0.0599977	-0.0599872	-0.0499709	-0.0599522	-0.0599919	-0.0599998	-0.0519952	-0.0599862	-0.0537678	-0.0600177	-0.0511713	-0.0600056	-0.0600104	-0.0547494	-0.0600175	-0.0600067	-0.0568847	-0.0599966	-0.0600106	-0.0528466	-0.0599788	-0.0517599	-0.06	-0.0599922	-0.0599901	-0.0599998	-0.06	-0.06	-0.0546208	-0.0599874	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479597	-0.06
12540	2.508	-0.0599826	-0.0599977	-0.059988	-0.049971	-0.0599522	-0.0599921	-0.0599998	-0.0519954	-0.0599864	-0.053768	-0.0600181	-0.0511717	-0.0600058	-0.0600107	-0.0547496	-0.0600179	-0.060007	-0.0568849	-0.0599969	-0.0600108	-0.0528467	-0.0599788	-0.0517601	-0.06	-0.0599927	-0.0599902	-0.0599998	-0.06	-0.06	-0.054621	-0.0599882	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479597	-0.06
12543	2.5086	-0.0599826	-0.0599977	-0.0599888	-0.0499711	-0.0599522	-0.0599923	-0.0599998	-0.0519956	-0.0599866	-0.0537682	-0.0600185	-0.051172	-0.0600059	-0.0600109	-0.0547497	-0.0600182	-0.0600073	-0.0568851	-0.0599972	-0.0600111	-0.0528469	-0.0599788	-0.0517603	-0.06	-0.0599932	-0.0599904	-0.0599998	-0.06	-0.06	-0.0546211	-0.059989	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479597	-0.06
12546	2.5092	-0.0599826	-0.0599977	-0.0599896	-0.0499712	-0.0599522	-0.0599925	-0.0599998	-0.0519957	-0.0599868	-0.0537684	-0.0600189	-0.0511723	-0.0600061	-0.0600112	-0.0547498	-0.0600185	-0.0600075	-0.0568854	-0.0599976	-0.0600113	-0.052847	-0.0599787	-0.0517604	-0.06	-0.0599938	-0.0599906	-0.0599998	-0.06	-0.06	-0.0546213	-0.0599898	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479597	-0.06
12549	2.5098	-0.0599826	-0.0599977	-0.0599904	-0.0499713	-0.0599522	-0.0599926	-0.0599998	-0.0519959	-0.059987	-0.0537686	-0.0600194	-0.0511727	-0.0600063	-0.0600114	-0.05475	-0.0600188	-0.0600078	-0.0568856	-0.0599979	-0.0600116	-0.0528472	-0.0599787	-0.0517606	-0.06	-0.0599943	-0.0599908	-0.0599998	-0.06	-0.06	-0.0546215	-0.0599906	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479597	-0.06
12552	2.5104	-0.0599826	-0.0599977	-0.0599912	-0.0499714	-0.0599522	-0.0599928	-0.0599998	-0.0519961	-0.0599872	-0.0537688	-0.0600198	-0.051173	-0.0600065	-0.0600117	-0.0547501	-0.0600191	-0.0600081	-0.0568858	-0.0599982	-0.0600118	-0.0528473	-0.0599787	-0.0517608	-0.06	-0.0599949	-0.059991	-0.0599998	-0.06	-0.06	-0.0546217	-0.0599914	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479598	-0.06
12555	2.511	-0.0599826	-0.0599977	-0.0599919	-0.0499715	-0.0599522	-0.059993	-0.0599998	-0.0519963	-0.0599874	-0.053769	-0.0600201	-0.0511734	-0.0600066	-0.0600119	-0.0547502	-0.0600194	-0.0600083	-0.056886	-0.0599985	-0.0600121	-0.0528475	-0.0599787	-0.051761	-0.06	-0.0599954	-0.0599912	-0.0599998	-0.06	-0.06	-0.0546219	-0.0599922	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479598	-0.06
12558	2.5116	-0.0599826	-0.0599977	-0.0599927	-0.0499717	-0.0599522	-0.0599932	-0.0599998	-0.0519965	-0.0599876	-0.0537692	-0.0600205	-0.0511737	-0.0600068	-0.0600121	-0.0547504	-0.0600197	-0.0600086	-0.0568862	-0.0599988	-0.0600123	-0.0528476	-0.0599787	-0.0517612	-0.06	-0.0599959	-0.0599914	-0.0599998	-0.06	-0.06	-0.0546221	-0.059993	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479598	-0.06
12561	2.5122	-0.0599826	-0.0599977	-0.0599935	-0.0499718	-0.0599522	-0.0599934	-0.0599998	-0.0519967	-0.0599878	-0.0537694	-0.0600209	-0.0511741	-0.060007	-0.0600124	-0.0547505	-0.06002	-0.0600089	-0.0568864	-0.0599991	-0.0600125	-0.0528478	-0.0599787	-0.0517614	-0.06	-0.0599965	-0.0599916	-0.0599998	-0.06	-0.06	-0.0546223	-0.0599938	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479598	-0.06
12564	2.5128	-0.0599826	-0.0599977	-0.0599943	-0.0499719	-0.0599522	-0.0599936	-0.0599998	-0.0519968	-0.059988	-0.0537696	-0.0600213	-0.0511744	-0.0600071	-0.0600126	-0.0547506	-0.0600203	-0.0600091	-0.0568866	-0.0599995	-0.0600128	-0.052848	-0.0599787	-0.0517616	-0.06	-0.059997	-0.0599918	-0.0599998	-0.06	-0.06	-0.0546225	-0.0599946	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479598	-0.06
12567	2.5134	-0.0599826	-0.0599977	-0.0599951	-0.049972	-0.0599522	-0.0599938	-0.0599998	-0.051997	-0.0599882	-0.0537698	-0.0600217	-0.0511747	-0.0600073	-0.0600129	-0.0547508	-0.0600206	-0.0600094	-0.0568868	-0.0599998	-0.060013	-0.0528481	-0.0599787	-0.0517618	-0.06	-0.0599976	-0.059992	-0.0599998	-0.06	-0.06	-0.0546227	-0.0599954	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479599	-0.06
12570	2.514	-0.0599826	-0.0599977	-0.0599959	-0.0499721	-0.0599522	-0.059994	-0.0599998	-0.0519972	-0.0599885	-0.05377	-0.0600221	-0.0511751	-0.0600074	-0.0600131	-0.0547509	-0.0600209	-0.0600097	-0.0568871	-0.0600001	-0.0600133	-0.0528483	-0.0599787	-0.051762	-0.06	-0.0599981	-0.0599922	-0.0599998	-0.06	-0.06	-0.0546229	-0.0599962	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479599	-0.06
12573	2.5146	-0.0599826	-0.0599977	-0.0599967	-0.0499723	-0.0599522	-0.0599941	-0.0599998	-0.0519974	-0.0599887	-0.0537702	-0.0600225	-0.0511754	-0.0600076	-0.0600133	-0.054751	-0.0600212	-0.0600099	-0.0568873	-0.0600004	-0.0600135	-0.0528484	-0.0599787	-0.0517622	-0.06	-0.0599987	-0.0599924	-0.0599998	-0.06	-0.06	-0.0546231	-0.0599971	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479599	-0.06
12576	2.5152	-0.0599826	-0.0599977	-0.0599975	-0.0499724	-0.0599522	-0.0599943	-0.0599998	-0.0519976	-0.0599889	-0.0537704	-0.0600229	-0.0511757	-0.0600077	-0.0600136	-0.0547512	-0.0600215	-0.0600102	-0.0568875	-0.0600007	-0.0600137	-0.0528486	-0.0599787	-0.0517624	-0.06	-0.0599992	-0.0599926	-0.0599998	-0.06	-0.06	-0.0546233	-0.0599979	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479599	-0.06
12579	2.5158	-0.0599826	-0.0599977	-0.0599983	-0.0499725	-0.0599522	-0.0599945	-0.0599998	-0.0519978	-0.0599891	-0.0537706	-0.0600233	-0.0511761	-0.0600079	-0.0600138	-0.0547513	-0.0600218	-0.0600104	-0.0568877	-0.0600011	-0.060014	-0.0528487	-0.0599787	-0.0517626	-0.06	-0.0599998	-0.0599928	-0.0599998	-0.06	-0.06	-0.0546235	-0.0599987	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.04796	-0.06
12582	2.5164	-0.0599826	-0.0599977	-0.0599991	-0.0499726	-0.0599522	-0.0599947	-0.0599998	-0.051998	-0.0599893	-0.0537707	-0.0600237	-0.0511764	-0.0600081	-0.060014	-0.0547515	-0.060022	-0.0600107	-0.0568879	-0.0600014	-0.0600142	-0.0528489	-0.0599788	-0.0517628	-0.06	-0.0600003	-0.059993	-0.0599998	-0.06	-0.06	-0.0546237	-0.0599995	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.04796	-0.06
12585	2.517	-0.0599826	-0.0599977	-0.0599999	-0.0499728	-0.0599522	-0.0599949	-0.0599998	-0.0519981	-0.0599895	-0.0537709	-0.060024	-0.0511767	-0.0600082	-0.0600143	-0.0547516	-0.0600223	-0.060011	-0.0568881	-0.0600017	-0.0600145	-0.052849	-0.0599788	-0.051763	-0.06	-0.0600009	-0.0599932	-0.0599998	-0.06	-0.06	-0.0546239	-0.0600003	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.04796	-0.06
12588	2.5176	-0.0599826	-0.0599977	-0.0600007	-0.0499729	-0.0599522	-0.0599951	-0.0599998	-0.0519983	-0.0599897	-0.0537711	-0.0600244	-0.0511771	-0.0600084	-0.0600145	-0.0547517	-0.0600226	-0.0600112	-0.0568883	-0.060002	-0.0600147	-0.0528492	-0.0599788	-0.0517632	-0.06	-0.0600014	-0.0599934	-0.0599998	-0.06	-0.06	-0.0546241	-0.0600011	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.04796	-0.06
12591	2.5182	-0.0599826	-0.0599977	-0.0600015	-0.049973	-0.0599522	-0.0599953	-0.0599998	-0.0519985	-0.0599899	-0.0537713	-0.0600248	-0.0511774	-0.0600085	-0.0600147	-0.0547519	-0.0600229	-0.0600115	-0.0568886	-0.0600023	-0.0600149	-0.0528494	-0.0599788	-0.0517634	-0.06	-0.060002	-0.0599936	-0.0599998	-0.06	-0.06	-0.0546243	-0.0600019	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479601	-0.06
12594	2.5188	-0.0599826	-0.0599977	-0.0600023	-0.0499731	-0.0599522	-0.0599955	-0.0599998	-0.0519987	-0.0599901	-0.0537715	-0.0600251	-0.0511777	-0.0600086	-0.060015	-0.054752	-0.0600232	-0.0600117	-0.0568888	-0.0600027	-0.0600152	-0.0528495	-0.0599788	-0.0517636	-0.06	-0.0600025	-0.0599938	-0.0599998	-0.06	-0.06	-0.0546245	-0.0600027	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479601	-0.06
12597	2.5194	-0.0599826	-0.0599977	-0.0600031	-0.0499733	-0.0599522	-0.0599957	-0.0599998	-0.0519989	-0.0599903	-0.0537716	-0.0600255	-0.0511781	-0.0600088	-0.0600152	-0.0547522	-0.0600234	-0.060012	-0.056889	-0.060003	-0.0600154	-0.0528497	-0.0599788	-0.0517638	-0.06	-0.0600031	-0.059994	-0.0599998	-0.06	-0.06	-0.0546247	-0.0600036	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479601	-0.06
12600	2.52	-0.0599826	-0.0599977	-0.0600039	-0.0499734	-0.0599522	-0.0599959	-0.0599998	-0.0519991	-0.0599906	-0.0537718	-0.0600259	-0.0511784	-0.0600089	-0.0600154	-0.0547523	-0.0600237	-0.0600122	-0.0568892	-0.0600033	-0.0600156	-0.0528498	-0.0599788	-0.051764	-0.06	-0.0600037	-0.0599943	-0.0599998	-0.06	-0.06	-0.0546249	-0.0600044	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479601	-0.06
12603	2.5206	-0.0599826	-0.0599977	-0.0600047	-0.0499735	-0.0599522	-0.0599961	-0.0599998	-0.0519993	-0.0599908	-0.053772	-0.0600262	-0.0511787	-0.0600091	-0.0600156	-0.0547524	-0.060024	-0.0600125	-0.0568894	-0.0600036	-0.0600159	-0.05285	-0.0599788	-0.0517643	-0.06	-0.0600042	-0.0599945	-0.0599998	-0.06	-0.06	-0.0546251	-0.0600052	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479602	-0.06
12606	2.5212	-0.0599826	-0.0599977	-0.0600056	-0.0499737	-0.0599522	-0.0599963	-0.0599998	-0.0519995	-0.059991	-0.0537722	-0.0600266	-0.051179	-0.0600092	-0.0600158	-0.0547526	-0.0600242	-0.0600128	-0.0568896	-0.0600039	-0.0600161	-0.0528501	-0.0599788	-0.0517645	-0.06	-0.0600048	-0.0599947	-0.0599998	-0.06	-0.06	-0.0546253	-0.060006	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479602	-0.06
12609	2.5218	-0.0599826	-0.0599977	-0.0600064	-0.0499738	-0.0599522	-0.0599965	-0.0599998	-0.0519996	-0.0599912	-0.0537723	-0.060027	-0.0511793	-0.0600094	-0.0600161	-0.0547527	-0.0600245	-0.060013	-0.0568899	-0.0600043	-0.0600163	-0.0528503	-0.0599789	-0.0517647	-0.06	-0.0600053	-0.0599949	-0.0599998	-0.06	-0.06	-0.0546255	-0.0600068	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479602	-0.06
12612	2.5224	-0.0599826	-0.0599977	-0.0600072	-0.0499739	-0.0599522	-0.0599966	-0.0599998	-0.0519998	-0.0599914	-0.0537725	-0.0600273	-0.0511797	-0.0600095	-0.0600163	-0.0547529	-0.0600248	-0.0600133	-0.0568901	-0.0600046	-0.0600166	-0.0528504	-0.0599789	-0.0517649	-0.06	-0.0600059	-0.0599951	-0.0599998	-0.06	-0.06	-0.0546257	-0.0600077	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479603	-0.06
12615	2.523	-0.0599826	-0.0599977	-0.060008	-0.0499741	-0.0599522	-0.0599968	-0.0599998	-0.052	-0.0599916	-0.0537727	-0.0600277	-0.05118	-0.0600096	-0.0600165	-0.054753	-0.060025	-0.0600135	-0.0568903	-0.0600049	-0.0600168	-0.0528506	-0.0599789	-0.0517651	-0.06	-0.0600064	-0.0599953	-0.0599998	-0.06	-0.06	-0.0546259	-0.0600085	-0.0599998	-0.0599959	-0.0599961	-0.0599998	-0.0599958	-0.0479603	-0.06
